"TS_tax"	"Sandmound_TuleA_D1"	"Sandmound_TuleA_D2"	"Sandmound_TuleB_D1"	"Sandmound_TuleB_D2"	"Sandmound_TuleC_D1"	"Sandmound_TuleC_D2"	"Sandmound_ThreeSqA_D1_rd"	"Sandmound_ThreeSqA_D2"	"Sandmound_ThreeSqB_D1"	"Sandmound_ThreeSqB_D2"	"Sandmound_ThreeSqC_D1"	"Sandmound_ThreeSqC_D2"	"WestPond_TuleA_D2"	"WestPond_TuleB_D1"	"WestPond_TuleB_D2"	"WestPond_TuleC_D1"	"WestPond_TuleC_D2"	"WestPond_CattailA_D1"	"WestPond_CattailA_D2"	"WestPond_CattailB_D1"	"WestPond_CattailB_D2"	"WestPond_CattailC_D2"	"WestPond_TuleA_D1"	"MayberryNE_TuleA_D1"	"MayberryNE_TuleA_D2"	"MayberryNE_TuleB_D1"	"MayberryNE_TuleB_D2"	"MayberryNE_TuleC_D1"	"MayberryNE_TuleC_D2"	"MayberryNE_CattailA_D1"	"MayberryNE_CattailA_D2"	"MayberryNE_CattailB_D1"	"MayberryNE_CattailB_D2"	"MayberryNE_CattailC_D1"	"MayberryNE_CattailC_D2"	"MayberrySE_CattailA_D1"	"MayberrySE_CattailA_D2"	"MayberrySE_CattailB_D1"	"MayberrySE_TuleA_D1"	"MayberryNW_TuleA_D1"	"MayberryNW_TuleA_D2"	"MayberryNW_TuleB_D1"	"MayberryNW_TuleB_D2"	"MayberryNW_TuleC_D1"	"MayberryNW_TuleC_D2"	"MayberryNW_CattailA_D1"	"MayberryNW_CattailA_D2"	"MayberryNW_CattailB_D1"	"MayberryNW_CattailB_D2"	"MayberryNW_CattailC_D1"	"MayberryNW_CattailC_D2"	"Browns_TuleA_D1"	"Browns_TuleA_D2"	"Browns_TuleB_D1"	"Browns_TuleB_D2"	"Browns_TuleC_D1"	"Browns_TuleC_D2"	"Browns_ThreeSqA_D1"	"Browns_ThreeSqA_D2"	"Browns_ThreeSqB_D1"	"Browns_ThreeSqB_D2"	"Browns_ThreeSqC_D1"	"Browns_ThreeSqC_D2"	"RushSE_TuleA_D1"	"RushSE_TuleA_D2"	"RushSE_TuleB_D1"	"RushSE_TuleB_D2"	"RushSE_TuleC_D1"	"RushSE_TuleC_D2"	"RushSE_CattailNLA_D1"	"RushSE_CattailNLA_D2"	"RushSE_CattailNLB_D1"	"RushSE_CattailNLB_D2"	"RushSE_CattailNLC_D1"	"RushSE_CattailNLC_D2"	"RushMan_CattailNLA_D2"	"RushMan_CattailNLB_D2"	"RushMan_CattailNLC_D1"	"RushMan_CattailNLC_D2"	"RushMan_ThreeSqA_D1"	"RushMan_ThreeSqA_D2"	"RushMan_ThreeSqB_D1"	"RushMan_ThreeSqB_D2"	"RushMan_ThreeSqC_D2"	"RushOxbow_ThreeSqA_D1"	"RushOxbow_ThreeSqA_D2"	"RushOxbow_ThreeSqB_D1"	"RushOxbow_ThreeSqB_D2"	"RushOxbow_ThreeSqC_D1"	"RushOxbow_ThreeSqC_D2"	"Joice_CattailNLA_D1"	"Joice_CattailNLA_D2"	"Joice_CattailNLB_D1"	"Joice_CattailNLB_D2"	"Joice_CattailNLC_D1"	"Joice_CattailNLC_D2"	"Joice_ThreeSqA_D1"	"Joice_ThreeSqA_D1_rd"	"Joice_ThreeSqA_D2"	"Joice_ThreeSqA_D2_rd"	"Joice_ThreeSqB_D1"	"Joice_ThreeSqC_D1"	"Joice_ThreeSqC_D2"	"Goodyear_PhragA_D2"	"Goodyear_PhragC_D2"	"White_CordA_D2"	"White_CordB_D2"	"White_ThreeSqA_D1"	"White_ThreeSqA_D2"	"White_ThreeSqB_D1"	"White_ThreeSqB_D2"	"White_ThreeSqC_D1"	"White_ThreeSqC_D2"	"Tolay_CordA_D2"	"Tolay_CordB_D2"	"Tolay_CordC_D2"	"China_Galinas_CordA_D2"	"China_Galinas_CordB_D2"	"China_Galinas_CordC_D2"	"China_Galinas_PWA_D1"	"China_Galinas_PWA_D2"	"China_Galinas_PWB_D1"	"China_Galinas_PWB_D2"	"China_Galinas_PWC_D1"	"China_Bullhead_CordA_D2"	"China_Bullhead_CordB_D2"	"China_Bullhead_CordC_D2"	"China_Galinas_PWC_D2"	"Muzzi_CordA_D2"	"Muzzi_CordB_D2"	"Muzzi_CordC_D2"	"Muzzi_PWA_D1"	"Muzzi_PWA_D2"	"Muzzi_PWB_D1"	"Muzzi_PWB_D2"	"Muzzi_PWC_D1"	"Muzzi_PWC_D2"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"species"
"433"	"DsrB-ox_Root; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae"	0	2	0	0	0	0	0	0	0	1	0	1	4	0	1	0	1	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	3	0	0	0	1	1	1	0	0	1	9	1	8	0	2	2	0	1	6	1	1	0	0	0	1	0	1	1	1	0	1	2	2	2	1	0	0	0	0	" Bacteria"	" Proteobacteria"	" Alphaproteobacteria"	" Rhizobiales"	" Hyphomicrobiaceae"	" HyphomicrobiaceaeFA"	" HyphomicrobiaceaeFA"	""
"434"	"DsrB-ox_Root; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodomicrobium"	0	2	0	2	0	2	1	0	0	2	3	4	8	0	1	2	6	6	11	1	4	20	1	0	0	0	0	0	1	0	1	1	0	2	1	0	0	1	1	0	5	0	0	0	4	0	1	0	3	0	1	1	3	0	2	3	7	1	3	1	6	2	3	0	1	1	5	2	2	0	3	0	1	0	5	0	5	1	1	1	4	0	5	8	1	1	0	2	0	1	0	4	0	4	0	1	2	0	3	1	0	0	0	19	9	2	1	1	11	5	4	2	2	1	5	3	7	7	6	1	2	1	5	0	6	1	6	2	1	7	2	0	2	2	1	3	2	" Bacteria"	" Proteobacteria"	" Alphaproteobacteria"	" Rhizobiales"	" Hyphomicrobiaceae"	" Rhodomicrobium"	" RhodomicrobiumGE"	""
"435"	"DsrB-ox_Root; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodomicrobium; Rhodomicrobium vannielii"	1	0	0	0	1	0	0	1	1	1	1	0	0	0	2	0	3	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	4	1	4	2	5	1	3	0	0	1	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	6	2	1	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	2	1	0	1	3	0	0	2	0	1	2	1	1	3	3	1	0	0	0	0	1	0	2	0	0	0	1	1	2	1	0	0	0	0	0	0	1	" Bacteria"	" Proteobacteria"	" Alphaproteobacteria"	" Rhizobiales"	" Hyphomicrobiaceae"	" Rhodomicrobium"	" Rhodomicrobium vannielii"	" Rhodomicrobium vannielii"
"436"	"DsrB-ox_Root; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	2	1	0	3	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Alphaproteobacteria"	" Rhodobacterales"	" Rhodobacteraceae"	" RhodobacteraceaeFA"	" RhodobacteraceaeFA"	""
"437"	"DsrB-ox_Root; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria"	0	1	1	1	0	0	1	2	1	0	2	2	1	1	0	0	2	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	1	2	2	0	0	1	1	0	1	1	2	0	1	0	0	0	0	1	0	0	1	0	3	3	0	3	1	1	0	0	0	3	0	2	0	1	3	0	1	2	0	2	4	1	3	6	1	8	6	6	3	1	7	7	7	10	16	5	10	14	6	5	9	6	13	7	14	1	2	5	2	10	0	10	5	7	4	" Bacteria"	" Proteobacteria"	" Alphaproteobacteria"	" Rhodobacterales"	" Rhodobacteraceae"	" Ruegeria"	" RuegeriaGE"	""
"438"	"DsrB-ox_Root; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	3	1	0	2	0	1	0	2	1	0	1	1	0	0	0	2	" Bacteria"	" Proteobacteria"	" Alphaproteobacteria"	" Rhodospirillales"	" RhodospirillalesOR"	" RhodospirillalesOR"	" RhodospirillalesOR"	""
"439"	"DsrB-ox_Root; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae"	10	9	2	2	2	3	0	3	2	9	0	5	0	0	2	0	3	1	0	0	0	2	1	0	2	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	0	5	1	0	0	1	4	1	0	2	2	5	2	1	4	2	1	8	2	3	0	5	4	3	0	0	0	1	2	4	0	6	4	1	4	1	2	1	2	0	2	1	2	1	1	1	2	5	0	2	1	4	1	2	1	0	2	3	4	0	2	2	6	0	0	7	5	3	2	4	3	2	1	1	2	2	1	4	4	2	6	3	6	0	4	1	" Bacteria"	" Proteobacteria"	" Alphaproteobacteria"	" Rhodospirillales"	" Rhodospirillaceae"	" RhodospirillaceaeFA"	" RhodospirillaceaeFA"	""
"440"	"DsrB-ox_Root; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Candidatus Riegeria"	1	0	1	0	1	0	1	0	3	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	" Bacteria"	" Proteobacteria"	" Alphaproteobacteria"	" Rhodospirillales"	" Rhodospirillaceae"	" Candidatus Riegeria"	" Candidatus RiegeriaGE"	""
"441"	"DsrB-ox_Root; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Magnetospira"	2	1	0	0	4	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	1	0	0	3	2	1	1	2	4	1	0	3	0	2	0	1	1	0	2	0	0	0	1	6	6	1	2	0	2	0	1	0	1	3	0	3	3	2	2	1	3	5	0	1	7	0	1	1	1	1	4	0	0	2	5	5	2	0	11	12	5	0	1	3	0	2	1	1	1	6	2	0	26	0	2	0	" Bacteria"	" Proteobacteria"	" Alphaproteobacteria"	" Rhodospirillales"	" Rhodospirillaceae"	" Magnetospira"	" MagnetospiraGE"	""
"442"	"DsrB-ox_Root; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Magnetospirillum"	5	0	0	0	2	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	2	0	1	1	1	1	5	0	1	0	1	0	1	0	1	0	0	0	6	0	3	1	5	1	1	0	0	1	2	" Bacteria"	" Proteobacteria"	" Alphaproteobacteria"	" Rhodospirillales"	" Rhodospirillaceae"	" Magnetospirillum"	" MagnetospirillumGE"	""
"443"	"DsrB-ox_Root; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Magnetospirillum; Magnetospirillum gryphiswaldense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Alphaproteobacteria"	" Rhodospirillales"	" Rhodospirillaceae"	" Magnetospirillum"	" Magnetospirillum gryphiswaldense"	" Magnetospirillum gryphiswaldense"
"444"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" BetaproteobacteriaCL"	" BetaproteobacteriaCL"	" BetaproteobacteriaCL"	" BetaproteobacteriaCL"	""
"445"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales"	9	14	3	11	4	7	4	3	8	4	3	7	5	0	6	2	9	1	4	2	9	1	3	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	4	1	0	3	2	4	3	2	1	0	2	4	2	2	3	1	10	11	1	9	2	6	3	12	3	7	9	9	6	9	3	7	5	5	0	2	4	12	2	8	4	7	6	0	3	2	0	0	1	1	14	0	9	2	7	1	2	5	3	6	5	8	2	1	0	1	0	1	3	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Burkholderiales"	" BurkholderialesOR"	" BurkholderialesOR"	" BurkholderialesOR"	""
"446"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae"	0	0	0	0	0	1	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Burkholderiales"	" Comamonadaceae"	" ComamonadaceaeFA"	" ComamonadaceaeFA"	""
"447"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Curvibacter"	11	22	7	21	6	19	11	15	26	11	24	35	24	11	7	22	61	8	6	25	57	33	11	6	0	5	3	9	0	2	1	6	1	2	1	4	1	1	3	3	1	8	1	1	6	1	4	0	3	4	2	4	10	4	7	5	13	10	23	9	8	22	17	12	24	7	26	5	18	10	23	13	15	10	11	7	1	9	11	8	18	2	15	10	0	6	2	1	0	4	2	6	2	8	4	10	4	1	5	6	13	7	7	4	3	8	2	4	10	3	3	7	1	2	2	4	1	0	0	0	1	0	0	0	0	2	3	0	0	1	3	0	0	0	0	1	0	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Burkholderiales"	" Comamonadaceae"	" Curvibacter"	" CurvibacterGE"	""
"448"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; unclassified Burkholderiales"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Burkholderiales"	" unclassified Burkholderiales"	" unclassified BurkholderialesFA"	" unclassified BurkholderialesFA"	""
"449"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; unclassified Burkholderiales; unclassified Burkholderiales miscellaneous"	10	13	7	22	5	7	20	9	18	13	15	33	21	11	8	17	41	16	18	26	27	29	19	4	1	9	5	4	1	2	1	6	1	2	0	2	0	1	4	2	4	4	3	2	6	4	14	2	3	6	1	2	14	3	11	5	3	12	11	6	14	14	14	6	27	13	26	6	17	12	27	9	24	17	11	9	2	6	6	5	8	3	13	9	0	5	1	0	2	4	0	8	0	2	0	9	4	2	6	1	6	9	6	3	4	4	1	2	4	0	3	4	2	2	1	4	0	0	0	0	2	0	0	1	1	2	2	1	0	0	0	0	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Burkholderiales"	" unclassified Burkholderiales"	" unclassified Burkholderiales miscellaneous"	" unclassified Burkholderiales miscellaneousGE"	""
"450"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales"	10	15	12	23	7	16	5	10	12	11	4	25	11	4	4	7	12	4	15	8	23	15	7	3	3	2	0	1	0	1	0	3	1	0	0	0	2	0	0	1	1	1	3	1	3	1	7	1	2	5	2	1	7	1	11	5	12	10	15	5	12	8	11	13	18	4	19	4	20	11	19	10	11	8	4	4	9	5	11	1	10	4	16	7	1	3	4	2	3	3	0	25	1	20	0	9	11	1	17	5	4	12	3	6	10	3	1	2	4	5	5	7	3	4	3	0	1	0	1	2	2	2	1	0	0	2	2	0	1	1	0	6	1	1	1	0	2	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Nitrosomonadales"	" NitrosomonadalesOR"	" NitrosomonadalesOR"	" NitrosomonadalesOR"	""
"451"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Gallionellaceae"	3	8	3	3	0	6	3	1	1	2	6	6	13	2	1	5	12	1	3	0	10	5	2	2	0	1	1	0	0	0	0	1	0	1	0	2	1	0	0	0	3	4	1	2	7	7	3	1	1	3	3	0	4	0	2	2	3	3	7	2	5	2	8	0	7	6	11	2	6	2	15	1	10	1	3	5	10	1	8	2	5	1	19	5	2	2	1	0	0	2	3	28	0	7	0	8	6	1	8	0	3	4	5	1	3	2	1	1	7	2	1	1	0	1	1	1	2	0	0	0	0	0	1	0	1	0	3	0	1	0	0	0	0	0	0	0	1	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Nitrosomonadales"	" Gallionellaceae"	" GallionellaceaeFA"	" GallionellaceaeFA"	""
"452"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Gallionellaceae; Ferriphaselus"	2	5	6	3	6	4	1	0	0	0	2	3	6	4	1	10	20	2	6	12	21	12	2	0	1	1	1	2	0	1	1	3	0	1	1	5	0	3	3	2	4	7	1	0	3	4	1	3	5	9	0	0	1	0	0	1	2	2	6	1	4	3	1	1	5	3	4	2	6	4	4	2	3	2	0	3	6	9	13	5	3	2	4	2	0	3	1	0	0	2	0	24	0	3	3	27	6	0	11	7	5	2	3	2	8	0	1	2	1	3	1	1	6	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Nitrosomonadales"	" Gallionellaceae"	" Ferriphaselus"	" FerriphaselusGE"	""
"453"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Gallionellaceae; Sideroxydans"	1	5	1	4	0	3	1	0	4	2	2	2	5	2	2	2	25	2	5	2	7	6	2	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	2	2	4	4	1	1	1	0	6	0	0	4	0	1	0	0	1	1	1	5	1	3	4	2	2	4	2	0	0	3	0	2	0	4	7	3	4	15	1	3	1	6	1	0	0	0	0	0	0	0	18	0	10	0	3	1	4	2	1	1	2	4	2	2	1	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Nitrosomonadales"	" Gallionellaceae"	" Sideroxydans"	" SideroxydansGE"	""
"454"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Gallionellaceae; Sideroxydans; Sideroxydans lithotrophicus"	3	1	1	3	0	0	0	0	2	2	2	1	5	3	1	2	7	1	6	5	4	4	1	1	0	1	2	0	1	0	0	0	0	2	0	3	0	0	1	0	2	2	1	0	2	0	0	0	0	2	0	0	1	0	7	0	2	1	1	1	5	2	1	2	0	1	3	1	1	1	2	4	3	3	3	2	1	4	7	2	3	1	4	2	0	0	0	0	0	1	0	9	0	1	3	4	1	1	1	4	2	3	6	0	3	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Nitrosomonadales"	" Gallionellaceae"	" Sideroxydans"	" Sideroxydans lithotrophicus"	" Sideroxydans lithotrophicus"
"455"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Gallionellaceae; Sulfuricella"	1	5	0	2	0	2	0	3	2	1	1	1	4	0	1	0	4	0	0	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	3	0	0	1	0	1	0	3	1	6	1	5	3	0	0	0	0	0	0	1	0	0	0	4	1	2	7	18	2	3	0	1	1	5	1	0	0	0	1	0	1	0	5	0	1	0	2	0	0	0	0	0	0	1	3	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	1	0	1	6	4	1	3	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Nitrosomonadales"	" Gallionellaceae"	" Sulfuricella"	" SulfuricellaGE"	""
"456"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Gallionellaceae; Sulfuricella; Sulfuricella denitrificans"	3	2	4	5	3	0	3	4	1	0	1	0	4	1	0	0	2	0	4	4	7	3	0	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	2	5	0	2	0	0	1	1	1	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Nitrosomonadales"	" Gallionellaceae"	" Sulfuricella"	" Sulfuricella denitrificans"	" Sulfuricella denitrificans"
"457"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Sterolibacteriaceae"	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Nitrosomonadales"	" Sterolibacteriaceae"	" SterolibacteriaceaeFA"	" SterolibacteriaceaeFA"	""
"458"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Sterolibacteriaceae; Sulfuritalea"	2	3	3	3	4	1	1	4	3	2	4	5	6	8	6	4	25	1	2	5	25	20	3	3	1	0	2	4	0	0	0	0	0	2	0	3	0	1	0	1	4	1	4	3	2	3	2	1	0	5	0	0	2	0	0	5	1	2	4	0	3	1	5	1	2	2	1	0	5	1	2	1	3	6	5	1	0	3	7	2	6	1	8	2	0	0	0	0	0	0	0	5	0	8	0	2	1	0	5	4	1	9	4	2	3	0	0	0	0	3	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Nitrosomonadales"	" Sterolibacteriaceae"	" Sulfuritalea"	" SulfuritaleaGE"	""
"459"	"DsrB-ox_Root; Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Sterolibacteriaceae; Sulfuritalea; Sulfuritalea hydrogenivorans"	2	3	3	6	3	1	0	0	0	0	1	3	5	2	2	3	8	1	9	9	4	2	5	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	1	2	1	1	1	1	0	0	0	1	1	2	7	1	4	0	2	0	0	3	1	1	5	5	3	1	15	0	6	3	0	1	1	5	1	1	0	0	4	1	0	0	1	0	0	0	1	1	0	7	0	6	2	1	2	3	6	3	2	0	3	0	3	1	1	1	1	1	2	1	1	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	1	0	" Bacteria"	" Proteobacteria"	" Betaproteobacteria"	" Nitrosomonadales"	" Sterolibacteriaceae"	" Sulfuritalea"	" Sulfuritalea hydrogenivorans"	" Sulfuritalea hydrogenivorans"
